commodity,cfg,site,rule_name,rule_type,distribution_list,effective_date,email_ids,frequency,last_updated,rule_settings_id,status
ISG PERIPHERAL,DBNULL,BRH,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh24,DBNULL,PEGATRON SZ IOT,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh,DBNULL,COMPAL TY MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Hard Drive,DBNULL,WISTRON CD WYSE,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh9,DBNULL,COMPAL CD,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Networking,DBNULL,WISTRON CD MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh16,DBNULL,QUANTA MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh16,DBNULL,QUANTA MOBILITY,hqgsqd,High PPSL,GSM Manager,2019-07-03,,Monthly,2019-07-03,bdde1ee7-c9f0-445a-9303-6f1f32ba7fd5,Draft
efgh16,DBNULL,QUANTA MOBILITY,qnvk,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,d78bc1f5-bb0e-4360-bcad-baf20a021471,Active
Processor,DBNULL,COMPAL KS MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
CFI,DBNULL,BRH,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
CFI,DBNULL,BRH,icn,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,9a53dbc8-b615-46f5-9969-f0ab1f7bea02,Active
efgh14,DBNULL,FOXCONN MX,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh14,DBNULL,FOXCONN MX,dsqoar,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,08cf2b91-c94a-4cfc-8160-1eebdffee92e,Active
efgh14,DBNULL,FOXCONN MX,gyrippua,Severe STBL,GSM Manager,2019-04-25,,Daily,2019-04-25,a662ef08-d268-47c3-a35d-f7d74a7fdaf3,Draft
Processor,DBNULL,WISTRON CD MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
PROCESSOR,DBNULL,PEGATRON CQ,aefqw,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,6b586c49-448a-469f-af60-45c88288d3a6,Draft
PROCESSOR,DBNULL,PEGATRON CQ,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh15,DBNULL,QUANTA MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh9,DBNULL,COMPAL TY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh26,DBNULL,APCC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh7,DBNULL,INVENTEC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Monitor,DBNULL,INVENTEC WYSE,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh28,DBNULL,COMPAL TY MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh28,DBNULL,COMPAL TY MOBILITY,viqto,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,b281e3ff-1353-42e5-957c-2d5fda575337,Active
efgh12,DBNULL,FOXCONN MX,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh6,DBNULL,QUANTA,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh6,DBNULL,QUANTA,ogvoyg,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,689142c4-0bce-41b2-b808-8b60eae5342a,Active
MECHANICAL,1DC11_ASSY,CCC,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh18,DBNULL,COMPAL TY MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh,DBNULL,PEGATRON TY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Software,DBNULL,INVENTEC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh8,DBNULL,APCC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh8,DBNULL,APCC,kmh,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,a5962bc1-1730-4bd7-977b-912da646ecf2,Active
MECHANICAL,1C4T8_CFG,ELPASO,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
BATTERY,DBNULL,CCC-SH,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh32,DBNULL,VIRTUAL,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
ISG PERIPHERAL,DBNULL,COMPAL Vitnam,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
MECHANICAL,1D8PG_CFG,PNGMRG,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
MECHANICAL,1D8PG_CFG,Quanta SH,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh23,DBNULL,WISTRON ZS,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh23,DBNULL,WISTRON ZS,opmgth,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,0d84f97b-0e30-448d-afe6-f813fb3a530d,Active
PROCESSOR,DBNULL,AUS-BAX,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh20,DBNULL,CCC6,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh20,DBNULL,CCC6,kit,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,008d83ca-ebbb-4e27-8ecb-e016feca2c97,Active
efgh20,DBNULL,CCC6,obdiy,High PPSL,GSM Manager,2019-07-03,,Monthly,2019-07-03,18f4343e-2b76-4536-8a8d-8c6007c65022,Draft
efgh,DBNULL,COMPAL KS MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Memory,DBNULL,CCC6,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Memory,DBNULL,CCC6,camqd,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,098cb4a3-cc37-4f7e-b84d-dbf10ba6283b,Active
LCD,DBNULL,ICC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Docking Station,DBNULL,APCC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Docking Station,DBNULL,APCC,fakff,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,c74e64e8-7147-4e22-a4a7-8287f026d250,Active
Docking Station,DBNULL,APCC,oooleq,High PPSL,GSM Manager,2019-07-03,,Monthly,2019-07-03,26e40ed2-de96-45cc-a4cf-3a00353a2260,Draft
Graphic / Comm,DBNULL,COMPAL TY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Graphic / Comm,DBNULL,COMPAL TY,xjrnpq,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,037db252-cd06-4ae0-9bf6-b491f3f6d4c9,Active
Monitor Stand & Accessories,DBNULL,CCC6,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh30,DBNULL,CCC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh30,DBNULL,CCC,utyv,Severe STBL,GOE,2019-06-02,,Daily,2019-06-02,e7b19711-628d-478d-b277-977fc571bc41,Draft
MECHANICAL,1CMYH,WISTRON PH,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh21,DBNULL,CCC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
MECHANICAL,1CFYK_CFG,Wistron CD,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh12,DBNULL,COMPAL KS MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh12,DBNULL,COMPAL KS MOBILITY,qzxpz,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,334d6118-7790-4ecc-ab5c-5b1fd5625ea0,Active
Network Card,DBNULL,COMPAL KS,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Network Card,DBNULL,COMPAL KS,apmw,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,fa076b5e-f338-4bd3-93de-5a779a1d02d7,Active
efgh14,DBNULL,CCC6,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh14,DBNULL,CCC6,cgzkju,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,70373002-4e68-4eea-9d46-92392299776b,Active
efgh20,DBNULL,PEGATRON TY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh20,DBNULL,PEGATRON TY,fdog,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,020b457f-3edb-4eb9-bfaa-c78bdd569e60,Active
efgh10,DBNULL,COMPAL KS MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Networking,DBNULL,COMPAL KS MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
MECHANICAL,1CFYK_CFG,WISTRON PH,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
MECHANICAL,1C4T8_CFG,CCC,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
Battery,DBNULL,COMPAL TY IOT,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh15,DBNULL,FOXCONN MX,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh15,DBNULL,FOXCONN MX,Abc,Severe STBL,WWP SVP,2019-04-23,,Daily,2019-04-23,78b49d8d-044b-487d-8533-587c56f03eb9,Inactive
Graphic / Comm,DBNULL,APCC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Graphic / Comm,DBNULL,APCC,kezyxj,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,d50bc516-c441-43ec-ac72-8bc8bd5c8583,Active
efgh11,DBNULL,QUANTA,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Memory,DBNULL,QUANTA,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh13,DBNULL,INVENTEC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh13,DBNULL,INVENTEC,rnezaz,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,24e5731d-562d-463a-8721-39d8baad0fbf,Active
efgh9,DBNULL,QUANTA MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Monitor Stand & Accessories,DBNULL,COMPAL KS MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
kbc,DBNULL,PEGATRON SZ,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
kbc,DBNULL,PEGATRON SZ,vxg,Severe STBL,GOE,2019-06-02,,Daily,2019-06-02,e45c2167-bb58-49be-ab81-6db796edcbd2,Draft
ISG PERIPHERAL,DBNULL,PFC,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
MECHANICAL,1C4T8_CFG,Wistron CD,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
Network Card,DBNULL,PEGATRON SZ,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh15,DBNULL,ICC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Monitor,DBNULL,PEGATRON SZ,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
MECHANICAL,1CRPK - L11,MEXICO,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
BATTERY,DBNULL,Compal CD,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
MECHANICAL,1DC11_ASSY,PNGMRG,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
ISG Peripheral,DBNULL,VIRTUAL,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
MECHANICAL,1CFYK_CFG,CCC-POST,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh15,DBNULL,COMPAL KS,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Regional Commodity,DBNULL,COMPAL KS,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Regional Commodity,DBNULL,COMPAL KS,tic,Severe STBL,GOE,2019-06-02,,Daily,2019-06-02,0f24bf1a-4021-455f-9aa2-854747519bdb,Draft
PROCESSOR,DBNULL,CCC-SH,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
MECHANICAL,1CRPK - L11,Compal TY,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh,DBNULL,COMPAL CD,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Docking Station,DBNULL,QUANTA,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Docking Station,DBNULL,QUANTA,qwxmk,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,ca97b252-63f0-4c9e-9f9b-0a2966fc7b54,Active
Battery,DBNULL,CCC6,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Miscellaneous,DBNULL,INVENTEC WYSE,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh11,DBNULL,QUANTA MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
MECHANICAL,1DC11_ASSY,Compal TY,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
ISG Peripheral,DBNULL,APCC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
CFI,DBNULL,COMPAL TY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Software,DBNULL,CCC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh23,DBNULL,ICC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Hard Drive,DBNULL,COMPAL TY IOT,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh12,DBNULL,COMPAL TY IOT,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
ISG PERIPHERAL,DBNULL,Pegatron TY,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
ISG Peripheral,DBNULL,WISTRON CD WYSE,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Regional Commodity,DBNULL,EMFP,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Regional Commodity,DBNULL,EMFP,jjkft,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,eadb31ec-c759-4208-b06c-de8b02bbd6bf,Active
efgh12,DBNULL,CCC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
MECHANICAL,1D8PG_CFG,JNB,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh7,DBNULL,WISTRON ZS,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
MECHANICAL,1CFYK_CFG,MEXICO,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
Mechanical,DBNULL,WISTRON CD WYSE,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Mechanical,DBNULL,WISTRON CD WYSE,KCR001,Severe STBL,GOE,2019-05-01,,Daily,2019-05-01,8d24b7c1-4eb7-4f46-a66b-55558a55e336,Active
efgh22,DBNULL,INVENTEC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh22,DBNULL,INVENTEC,uytr,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,50fabc81-d68b-469c-be6a-bf37220d63f8,Active
Monitor,DBNULL,INVENTEC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Hard Drive,DBNULL,COMPAL KS MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh24,DBNULL,COMPAL TY IOT,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh10,DBNULL,CCC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Networking,DBNULL,APCC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh29,DBNULL,VIRTUAL,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
ISG PERIPHERAL,DBNULL,CNAMRG,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh13,DBNULL,COMPAL KS,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh13,DBNULL,COMPAL KS,ehh,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,46be5929-1a83-4c39-b05f-23ff19a417c9,Active
efgh28,DBNULL,COMPAL TY IOT,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh7,DBNULL,VIRTUAL,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh27,DBNULL,WISTRON CD WYSE,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh27,DBNULL,WISTRON CD WYSE,wycd,Severe STBL,GOE,2019-06-02,,Daily,2019-06-02,c7e33325-4aee-43f1-9988-b81f7f452474,Draft
MECHANICAL,1CMYH,CCC6,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
Docking Station,DBNULL,VIRTUAL,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
