rule_type,rule_setting_id,year_month_bucket,status,report_date,part_num,site,commodity,current_stbl,recovery_from_stbl,platform,region,closed_date,days_open,days_to_recovery,distribution_list,dsi_1week_prior,dsi_beginning_of_the_month,exec_summary,gsm_name,is_supplier,last_updated_at,last_updated_by,lesson_learned,lesson_learned_due_date,lob,long_term_mitigation,long_term_mitigation_due_date,next_update,odm_feedback,optional_part,part_desc,pps,read_flag,recovery_to_green_dsi,repeat_offender,root_cause,root_cause_classify
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,30WJ1,MONITOR,EMFP,0.4,2020-08-03,STARDUST,EMEA,9999-12-31,0,25,Lahari_Boorla@Dellteam.com,,,fsadfs,"Kajana, Kiran",False,2019-09-11 12:36:31.185+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"ASSY,CRD,PLN,SV,R240",5,False,,False,Rootcause1,FCA Demand Upside
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,435PR,ICC,MONITOR,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,435PR,MONITOR,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:36:28.946+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,54GVX,EMFP,MONITOR,0.4,2020-08-03,STARDUST,EMEA,9999-12-31,0,25,Lahari_Boorla@Dellteam.com,,,fsadfs,"Kajana, Kiran",False,2019-08-28 11:11:37.674+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"ASSY,CRD,PLN,SV,R240",5,True,,False,fsdfdas,SUP - Quality Issues (SQE)
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,663F9,ICC,MONITOR,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,68C30,ICC,XLOB,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,68C30,XLOB,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:26:56.191+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,69YTN,EMFP,LCD,0.4,2019-08-05,STARDUST,EMEA,9999-12-31,0,-23,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhang,Lu",False,2019-09-11 13:01:29.218+0000,COSRED,,,POWEREDGE,,,,,,"ASSY,CARR,HD,3.5,14G,V2",20,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,6JWP4,EMFP,SSD,0.4,2020-08-03,STARDUST,EMEA,9999-12-31,0,25,Lahari_Boorla@Dellteam.com,,,fsadfs,"Kajana, Kiran",False,2019-08-28 11:11:37.674+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"ASSY,CRD,PLN,SV,R240",5,True,,False,fsdfdas,SUP - Quality Issues (SQE)
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,6KWTV,EMFP,MEMORY,0.4,2020-08-03,STARDUST,EMEA,9999-12-31,0,25,Lahari_Boorla@Dellteam.com,,,fsadfs,"Kajana, Kiran",False,2019-08-28 11:11:37.674+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"ASSY,CRD,PLN,SV,R240",5,True,,False,fsdfdas,SUP - Quality Issues (SQE)
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,6KWTV,MEMORY,EMFP,0.4,2020-08-03,STARDUST,EMEA,9999-12-31,0,25,Lahari_Boorla@Dellteam.com,,,fsadfs,"Kajana, Kiran",False,2019-09-11 12:08:42.880+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"ASSY,CRD,PLN,SV,R240",5,False,,False,Rootcause1,FCA Demand Upside
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,84C5W,EMFP,MONITOR,0.4,2019-08-05,STARDUST,EMEA,9999-12-31,0,-23,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhang,Lu",False,2019-09-11 12:03:01.385+0000,COSRED,,,POWEREDGE,,,,,,"ASSY,CARR,HD,3.5,14G,V2",20,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,85KND,EMFP,MONITOR,0.4,2020-08-03,STARDUST,EMEA,9999-12-31,0,25,Lahari_Boorla@Dellteam.com,,,fsadfs,"Kajana, Kiran",False,2019-08-28 11:11:37.674+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"ASSY,CRD,PLN,SV,R240",5,True,,False,fsdfdas,SUP - Quality Issues (SQE)
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,85KND,MONITOR,EMFP,0.4,2020-08-03,STARDUST,EMEA,9999-12-31,0,25,Lahari_Boorla@Dellteam.com,,,fsadfs,"Kajana, Kiran",False,2019-09-11 12:22:10.585+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"ASSY,CRD,PLN,SV,R240",5,False,,False,Rootcause1,FCA Demand Upside
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,971FF,EMFP,MONITOR,0.4,2019-08-05,STARDUST,EMEA,9999-12-31,0,-23,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhang,Lu",False,2019-09-11 12:08:56.485+0000,COSRED,,,POWEREDGE,,,,,,"ASSY,CARR,HD,3.5,14G,V2",20,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,97XFP,EMFP,GRAPHIC / COMM,0.4,2020-08-03,STARDUST,EMEA,9999-12-31,0,25,Lahari_Boorla@Dellteam.com,,,fsadfs,"Kajana, Kiran",False,2019-08-28 11:11:37.674+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"ASSY,CRD,PLN,SV,R240",5,True,,False,fsdfdas,SUP - Quality Issues (SQE)
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,97XFP,GRAPHIC / COMM,EMFP,0.4,2020-08-03,STARDUST,EMEA,9999-12-31,0,25,Lahari_Boorla@Dellteam.com,,,fsadfs,"Kajana, Kiran",False,2019-09-11 12:48:46.102+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"ASSY,CRD,PLN,SV,R240",5,False,,False,Rootcause1,FCA Demand Upside
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,C65RD,EMFP,MONITOR,0.4,2019-08-05,STARDUST,EMEA,9999-12-31,0,-23,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhang,Lu",False,2019-09-11 12:14:18.916+0000,COSRED,,,POWEREDGE,,,,,,"ASSY,CARR,HD,3.5,14G,V2",20,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,DC0MW,EMFP,MONITOR,0.4,2019-08-05,STARDUST,EMEA,9999-12-31,0,-23,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhang,Lu",False,2019-09-11 12:18:19.653+0000,COSRED,,,POWEREDGE,,,,,,"ASSY,CARR,HD,3.5,14G,V2",20,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,FJK54,EMFP,MONITOR,0.4,2019-08-05,STARDUST,EMEA,9999-12-31,0,-23,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhang,Lu",False,2019-09-11 12:22:47.067+0000,COSRED,,,POWEREDGE,,,,,,"ASSY,CARR,HD,3.5,14G,V2",20,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,GMDK4,EMFP,MONITOR,0.4,2019-08-05,STARDUST,EMEA,9999-12-31,0,-23,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhang,Lu",False,2019-09-11 12:26:54.508+0000,COSRED,,,POWEREDGE,,,,,,"ASSY,CARR,HD,3.5,14G,V2",20,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,H7X3F,EMFP,XLOB,0.4,2020-08-03,STARDUST,EMEA,9999-12-31,0,25,Lahari_Boorla@Dellteam.com,,,fsadfs,"Kajana, Kiran",False,2019-08-28 11:11:37.674+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"ASSY,CRD,PLN,SV,R240",5,True,,False,fsdfdas,SUP - Quality Issues (SQE)
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,H7X3F,XLOB,EMFP,0.4,2020-08-03,STARDUST,EMEA,9999-12-31,0,25,Lahari_Boorla@Dellteam.com,,,fsadfs,"Kajana, Kiran",False,2019-09-11 12:26:41.790+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"ASSY,CRD,PLN,SV,R240",5,False,,False,Rootcause1,FCA Demand Upside
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,HK7GR,EMFP,MONITOR,0.4,2019-08-05,STARDUST,EMEA,9999-12-31,0,-23,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhang,Lu",False,2019-09-11 12:29:45.037+0000,COSRED,,,POWEREDGE,,,,,,"ASSY,CARR,HD,3.5,14G,V2",20,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,KV970,EMFP,MONITOR,0.4,2019-08-05,STARDUST,EMEA,9999-12-31,0,-23,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhang,Lu",False,2019-09-11 12:36:49.364+0000,COSRED,,,POWEREDGE,,,,,,"ASSY,CARR,HD,3.5,14G,V2",20,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,MH3X9,ICC,SSD,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,MY09N,EMFP,MONITOR,0.4,2019-08-05,STARDUST,EMEA,9999-12-31,0,-23,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhang,Lu",False,2019-09-11 12:39:37.874+0000,COSRED,,,POWEREDGE,,,,,,"ASSY,CARR,HD,3.5,14G,V2",20,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,P8WDW,EMFP,MONITOR,0.4,2019-08-05,STARDUST,EMEA,9999-12-31,0,-23,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhang,Lu",False,2019-09-11 12:42:32.295+0000,COSRED,,,POWEREDGE,,,,,,"ASSY,CARR,HD,3.5,14G,V2",20,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,RN86H,EMFP,MONITOR,0.4,2019-08-05,STARDUST,EMEA,9999-12-31,0,-23,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhang,Lu",False,2019-09-11 12:44:53.324+0000,COSRED,,,POWEREDGE,,,,,,"ASSY,CARR,HD,3.5,14G,V2",20,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,TD3KX,ICC,MEMORY,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,TD3KX,MEMORY,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:09:40.695+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,TMR18,ICC,XLOB,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,TMR18,XLOB,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:32:21.229+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,TXMNV,EMFP,MONITOR,0.4,2019-08-05,STARDUST,EMEA,9999-12-31,0,-23,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhang,Lu",False,2019-09-11 12:48:21.517+0000,COSRED,,,POWEREDGE,,,,,,"ASSY,CARR,HD,3.5,14G,V2",20,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,VM1D6,ICC,NETWORK CARD,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,VM1D6,NETWORK CARD,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:49:24.774+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,W3XDX,EMFP,MONITOR,0.4,2019-08-05,STARDUST,EMEA,9999-12-31,0,-23,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhang,Lu",False,2019-09-11 12:51:10.495+0000,COSRED,,,POWEREDGE,,,,,,"ASSY,CARR,HD,3.5,14G,V2",20,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,X9CKY,EMFP,MONITOR,0.4,2019-08-05,STARDUST,EMEA,9999-12-31,0,-23,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhang,Lu",False,2019-09-11 12:55:05.413+0000,COSRED,,,POWEREDGE,,,,,,"ASSY,CARR,HD,3.5,14G,V2",20,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-22,Y87Y4,EMFP,MONITOR,0.4,2019-08-05,STARDUST,EMEA,9999-12-31,0,-23,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhang,Lu",False,2019-09-11 12:58:20.080+0000,COSRED,,,POWEREDGE,,,,,,"ASSY,CARR,HD,3.5,14G,V2",20,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-20,038-004-295,EMFP,XLOB,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Ko,Jay|Dharshan,Rashmi|Zhou,Xun|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"ASSY,CHAS,L6,5820T-X,PCIE,V2",15,True,,False,fsdfdas,FCA - Demand Upside
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-20,038-004-295,XLOB,EMFP,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Ko,Jay|Dharshan,Rashmi|Zhou,Xun|Kangutkar,Komal Rajendra",False,2019-09-11 12:03:33.189+0000,COSRED,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"ASSY,CHAS,L6,5820T-X,PCIE,V2",15,False,,False,Rootcause1,FCA Demand Upside
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-20,0P5K1,EMFP,XLOB,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhuang,Francis|Ko,Jay|Rathinam,Senthil",False,2019-09-11 13:14:33.203+0000,COSRED,,,PRECISION DESKTOPS,,,,,,"PRC,SKL-XR,I9-9920X,12C,3.5G",15,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-20,19GPN,EMFP,MONITOR,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Ko,Jay|Dharshan,Rashmi|Zhou,Xun|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"ASSY,CHAS,L6,5820T-X,PCIE,V2",15,True,,False,fsdfdas,FCA - Demand Upside
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-20,42KRG,EMFP,MONITOR,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Ko,Jay|Dharshan,Rashmi|Zhou,Xun|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"ASSY,CHAS,L6,5820T-X,PCIE,V2",15,True,,False,fsdfdas,FCA - Demand Upside
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-20,605HK,EMFP,LCD,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhuang,Francis|Ko,Jay|Rathinam,Senthil",False,2019-09-11 13:01:32.222+0000,COSRED,,,PRECISION DESKTOPS,,,,,,"PRC,SKL-XR,I9-9920X,12C,3.5G",15,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-20,63YJP,EMFP,XLOB,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Ko,Jay|Dharshan,Rashmi|Zhou,Xun|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"ASSY,CHAS,L6,5820T-X,PCIE,V2",15,True,,False,fsdfdas,FCA - Demand Upside
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-20,63YJP,XLOB,EMFP,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Ko,Jay|Dharshan,Rashmi|Zhou,Xun|Kangutkar,Komal Rajendra",False,2019-09-11 12:26:36.666+0000,COSRED,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"ASSY,CHAS,L6,5820T-X,PCIE,V2",15,False,,False,Rootcause1,FCA Demand Upside
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-20,65GGT,EMFP,MONITOR,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Ko,Jay|Dharshan,Rashmi|Zhou,Xun|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"ASSY,CHAS,L6,5820T-X,PCIE,V2",15,True,,False,fsdfdas,FCA - Demand Upside
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-20,82J63,EMFP,MONITOR,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhuang,Francis|Ko,Jay|Rathinam,Senthil",False,2019-09-11 12:02:47.832+0000,COSRED,,,PRECISION DESKTOPS,,,,,,"PRC,SKL-XR,I9-9920X,12C,3.5G",15,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-20,96T73,EMFP,MONITOR,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhuang,Francis|Ko,Jay|Rathinam,Senthil",False,2019-09-11 12:08:32.686+0000,COSRED,,,PRECISION DESKTOPS,,,,,,"PRC,SKL-XR,I9-9920X,12C,3.5G",15,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-20,C53KT,EMFP,MONITOR,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhuang,Francis|Ko,Jay|Rathinam,Senthil",False,2019-09-11 12:14:04.269+0000,COSRED,,,PRECISION DESKTOPS,,,,,,"PRC,SKL-XR,I9-9920X,12C,3.5G",15,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,7b992a52-9ee5-4742-9e08-6b91c8be3e77,201909,open,2019-09-20,D9P4K,EMFP,MONITOR,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Zhuang,Francis|Ko,Jay|Rathinam,Senthil",False,2019-09-11 12:17:42.317+0000,COSRED,,,PRECISION DESKTOPS,,,,,,"PRC,SKL-XR,I9-9920X,12C,3.5G",15,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
